Company,First name,Last Name,Title,Street,Suburb,State,Postcode,Phone,Fax,Mobile,Email,Website
Financial Index Australia,Clive,BAKER,Representative,40 Hargreaves Street,Bendigo,VIC,3550,03 5441 3255,5441 3452,0438 783 836,Clive-688f7@bendigotraders.org,www.blueillusion.com.au
Xerox Business Centre,Jane,GILBERT,,,,,,03 5441 5100,5443 5053,0448 010 587,Jane-11537@bendigotraders.org,
Telstra Country Wide,David,ROUT,Business Solutions Manager,,,,,1800 630 052,8601 3198,,David-4f26f@bendigotraders.org,
GPS Ag,Kylie,BAIRD,,40 Port Road ,Kadina,SA,5554,08 8821 4128,8821 4733,0428 428 707,Kylie-cb7d1@bendigotraders.org,
National Confectionery Wholesalers,Mary,PEARCE,Sales & Marketing Co-Ordinator,Suite 43/255 Drummond Street,Carlton,VIC,3053,03 9349 9800,9349 9899,0418 220 957,Mary-fbbbd@bendigotraders.org,www.stephenmalone.com.au
Parbury,Dawn,BENNETT,Designer Rep,130 International Court,Scoresby,VIC,3179,03 9765 5222,9753 4080,0434 184 756,Dawn-9595a@bendigotraders.org,www.homebuildingsystem.com.au
Lift Truck Services,Gillian,HINNIGAN,,4 Midland Hwy,Epsom,VIC,3551,03 5448 8802,,0412 621 212,Gillian-7d078@bendigotraders.org,www.victoriafinance.com.au
The Bendigo Advertiser,Ken,MELLOWS,Editor,142 Queen Street ,Bendigo ,VIC,3550,03 5434 4471,5434 4499 ,0407 332 403,Ken-3a180@bendigotraders.org,
Peter Anthony Mens Wear,Diana,BETTS,,148 Hargreaves Mall ,Bendigo ,VIC,3550,03 5443 5010,5443 6420,,Diana-b7c4e@bendigotraders.org,www.eplusarchitecture.com.au
Continuing Education ,Catherine,BURROWS,Manager,127 Myers Street,Bendigo ,VIC,3550,03 5430 2111,5442 7354,0407 591 959,Catherine-083f9@bendigotraders.org,
Café Au Lait,Alan,MUIR,,76 Mitchell Street,Bendigo ,VIC,3550,03 5443 5126 or 5443 9956,5442 9122,,Alan-9ee97@bendigotraders.org,
Xerox Business Centre,Fred,AUSTIN,,,,,,03 5441 5100,5443 5053,0448 010 587,Fred-56032@bendigotraders.org,www.macxarthyhomes.biz
Southern Cross Office Equipment,Jenny,BERESFORD,,214 Mitchell Street,Bendigo,VIC,3550,03 5441 6333,5442 6026,,Jenny-b912f@bendigotraders.org,www.greatershepparton.com.au
L.J Hooker,Suzie,GRADY,Sales Consultant,61 High Street,Kyneton,VIC,3444,03 5422 2127,5422 1804,0408 571 485,Suzie-69f84@bendigotraders.org,www.clivepeters.com.au
Digital Warehouse,Janet,VOLKMANN,System Administrator,"Shop 3, 16 Creek Street North",Bendigo ,VIC,3550,03 5441 6390,5441 4134,0419 108 803,Janet-5b70d@bendigotraders.org,
Home Building System,Murray,PAULL,National Business Development Manager,Po Box 6850 St.Kilda Road,Melbourne,VIC,8008,1300 733 730,1300 557 486,,Murray-c8936@bendigotraders.org,www.delfinrealty.com.au
Reale Creative,Peter,ADAMS,,Po Box 7235,Shepparton ,VIC,3632,,,,Peter-3704b@bendigotraders.org,www.confuciusinstitute.unimelb.edu.au
Xerox Business Centre,Margott,BROWN,,,,,,03 5441 5100,5443 5053,0448 010 587,Margott-6184a@bendigotraders.org,
Impress Publicity,Charlotte,BROWN,,226 Nixon Street,Shepparton ,VIC,3630,03 5821 2651,5821 6174,0400 644 637,Charlotte-32bc7@bendigotraders.org,www.digitalw.com.au
The Epicurean,Gladys,HAINGE,,163 Mitchell Street,Bendigo ,VIC,3550,03 5443 2699,,,Gladys-be91d@bendigotraders.org,
Radiation Oncology Victoria,Ben,FELLOWS,Chief Exectutive Officer,Head Office: 132 Grey Street,East Melbourne,VIC,3002,03 9418 2200,9418 2288,0417 887 791,Ben-13ecb@bendigotraders.org,www.bendigomcivormotorinn.com.au
Bendigo Spirit,Susan,DRISCOLL,General Manager,Po Box 282,Eaglehawk,VIC,3556,03 5446 1595,5446 1595,0403 621 784,Susan-3e849@bendigotraders.org,
Win Television,Joan,FINN,Station Manager,Cnr High & Lilly Streets,Bendigo ,VIC,3550,03 5441 8035,5441 8015,0401 673 530,Joan-3e285@bendigotraders.org,www.cvgt.com.au
CVGT ,Jane,BARRASS,General Manager,40 Mundy Street,Bendigo,VIC,3550,03 5441 5177,5443 8549,0408 038 783,Jane-521c7@bendigotraders.org,
Doug Lougoon For Real Estate,Walter,BROWN,Estate Agent & Auctioneer,55 Wills Street,Bendigo ,VIC,3550,03 5445 5488,5445 5499,0418 510 025,Walter-e3db6@bendigotraders.org,www.foxpersonnel.com.au
Plunkett Fowles,Myrna,O'MALLEY,Sales Manager,Suite 7/118 Church Street,Hawthorn,VIC,3121,, +61 3 98152711,0448 962 711,Myrna-40aee@bendigotraders.org,
Vivadas,Bruce,GRACE,Account Director,190 High Street,Prahran,VIC,3181,03 9529 3533,9529 7823,0417 033 118,Bruce-77106@bendigotraders.org,
,David,DOUST,,,,,,,,,David-b51b2@bendigotraders.org,www.floate.com.au
OPSM Bendigo,Miriam,LEAHY,Optometrist & Contact Lense Specialist,Bendigo Market Place,Bendigo ,VIC,3550,03 5443 4662,5441 6209,,Miriam-2c7c4@bendigotraders.org,
Blue Illusion Bendigo,Juliet,BLACKMAN,Marketing Manager,223 Williamson Street ,Bendigo ,VIC,3550,03 5441 5415,,,Juliet-d5a02@bendigotraders.org,
Economic Development Department Shepparton Council,Duncan,PILLAGE,Manager ,Locked Bag 1000,Shepparton ,VIC,3632,03 5832 9846,5831 1987,0417 337 623,Duncan-6c374@bendigotraders.org,www.macxarthyhomes.biz
Bendigo Community Telco,Jenny,BACON,Technical Manager,Po Box 1062,Bendigo,VIC,3552,03 5454 5009,5454 1509,0428 366 123,Jenny-08952@bendigotraders.org,www.bicknells.com.au
TKO Business Modeller,Percival,BLACKWELL,TKO Developer / Founder,130 Mitchell Street,Bendigo,VIC,3550,1300 131 822,5441 1201,0419 337 287,Percival-34eb0@bendigotraders.org,
Victoria Finance,Doreen,APPLETON,General Manager,"Level One , 100 Dorcas Street",Melbourne,VIC,3004,1300 842 346,1300 842 329,0427 822 944,Doreen-dfd6e@bendigotraders.org,
Ie Design,Lucien,BUCHHOLDT,,,,,,,,0408 662 717,Lucien-4a3d1@bendigotraders.org,
ANZ,Samuel,BLACK,Area Manager,"Level 1, 83 Puckle Street",Moonee Ponds,VIC,3039,03 8325 1206 ,932 8670,,Samuel-a43df@bendigotraders.org,
Southern Cross Office Equipment,Tracey,APPLETON,,94 Mitchell Street,Bendigo,VIC,3550,03 5441 6333,5442 6026,,Tracey-82a98@bendigotraders.org,www.gtsinteractive.com
Sutton Grange Winery,Rebecca,URQUHART,Cellar Door Manager,Winery: Carnochans Lane ,Sutton Grange,VIC,3448,03 5474 8277,5474 8294,0416 336 452,Rebecca-c6268@bendigotraders.org,
National Confectionery Wholesalers,Rosa,GOOCH,Sales & Marketing Co-Ordinator,Suite 43/255 Drummond Street,Carlton,VIC,3053,03 9349 9800,9349 9899,0418 220 957,Rosa-37bb0@bendigotraders.org,www.sgps.vic.edu.au
Digital Warehouse,Rosalie,AITKEN,System Administrator,"Shop 3, 16 Creek Street North",Bendigo ,VIC,3550,03 5441 6390,5441 4134,0419 108 803,Rosalie-2a340@bendigotraders.org,www.findex.com.au
Comfort Inn Julie-Anna,Victoria,McFADDEN,,7 Napier Street,Bendigo ,VIC,3550,03 5442 5855,5441 6032,,Victoria-44be7@bendigotraders.org,www.eplusarchitecture.com.au
Hildebrand Australia,Marjorie,McNAMARA,Managing Director,,,,,,,0412 462 865,Marjorie-dfb7a@bendigotraders.org,www.gps-ag.com.au
Plunkett Fowles,Kathleen,WARNER,Sales Manager,Suite 7/118 Church Street,Hawthorn,VIC,3121,, +61 3 98152711,0448 962 711,Kathleen-43aaf@bendigotraders.org,
Bendigo Health,Michael,CARROLL,Project Officer,Po Box 126,Bendigo ,VIC,3552,03 5454 6412,5454 6420,,Michael-1bd47@bendigotraders.org,www.cebendigo.com.au
Maloahouse Gourmet Delights,Ben,NARRIER,Owner/Manager,ShopOne 97 High Street,Woodend,VIC,3442,03 5427 1608,5427 3226,,Ben-6f8d0@bendigotraders.org,www.glenvill.com.au
,Robert,PARKER,,,,,,,,,Robert-46a3a@bendigotraders.org,www.yesonline.com.au
Australian Industry Group,Percy,BENNETT,Regional Manager,208 Wills Street,Bendigo,VIC,3550,03 5443 4810,5443 9785,0419 762 792,Percy-73801@bendigotraders.org,
MacroPlan Australia,Julie,McVEE,Associate Director,Level 4 356 Collins Street,Melbourne,VIC,3000,03 9600 0500,,0402 325 290,Julie-5bea6@bendigotraders.org,www.itben.com.au
MEGT,Katherine,BLACKMAN,Area Manager,61st Floor 386 Hargreaves Street ,Bendigo,VIC,3550,03 5442 8862,5443 8379,0409 110 359,Katherine-6fc67@bendigotraders.org,www.suttongrangewines.com.au
Happy Landing Marketing & Events,Dan,CAMPBEL,Director,Po Box 68,Bendigo Central,VIC,3552,,,0419 114 573,Dan-03e9e@bendigotraders.org,www.australianreceivables.com.au
Bloom n Gifts,Valerie,SWEENEY,Owners,106 High Street,Golden Square,VIC,3555,03 5442 2112,5442 2326,,Valerie-a2824@bendigotraders.org,www.qdt.com.au
Home Building System,Neil,BROWNING,National Business Development Manager,Po Box 6850 St.Kilda Road,Melbourne,VIC,8008,1300 733 730,1300 557 486,,Neil-79a0e@bendigotraders.org,www.sctlogistics.com.au
Tick It Pacific Tours,Ginnette,LAWLOR,,85 Little Collins Street ,Melbourne,VIC,3000,03 9654 6155,9654 3858,,Ginnette-a3830@bendigotraders.org,
Biocycle,Rita,NAIRN,Sales Representative,Po Box 26,Eaglehawk,VIC,3556,03 5446 9004,5446 9008,0428 824 000,Rita-16776@bendigotraders.org,
Vivadas,Ernest,GREEN,Account Director,31 High Street,Prahran,VIC,3181,03 9529 3533,9529 7823,0417 033 118,Ernest-1b5f3@bendigotraders.org,www.macxarthyhomes.biz
PH Property,Douglas,YOUNG,Administration Officer,67 Mitchell Street,Bendigo ,VIC,3550,03 5454 1999,5454 1998,,Douglas-f18ca@bendigotraders.org,www.wellspringsdayspa.com.au
Grow Data,Brian,BIDWELL,Director,Box 6624,Shepparton ,VIC,3632,03 5831 1711,,0409 121 146,Brian-fd846@bendigotraders.org,
Good One,Irma,BOLGER,Director/Graphic Designer,Po Box 93,Bendigo ,VIC,3550,03 5443 3434,5443 3474,0417 166 297,Irma-56d81@bendigotraders.org,www.delfinrealty.com.au
Home Building System,Louis,GIBLETT,National Business Development Manager,Po Box 6850 St.Kilda Road,Melbourne,VIC,8008,1300 733 730,1300 557 486,,Louis-0394a@bendigotraders.org,
Bendigo Radiology,Frank,BARNARD,It Manager,136-111 Lucan Street ,Bendigo,VIC,3550,03 5442 1244 ,,0418 300 305,Frank-44c2e@bendigotraders.org,
Shire Of Campaspe,Michael,BENOIT,Exectutive Officer,Po Box 35 ,Echuca,VIC,3564,03 5481 2203 ,5481 2293,,Michael-9a87f@bendigotraders.org,www.eplusarchitecture.com.au
Central - Vic.Ag,Ann,BEVAN,,Po Box 110 ,Bridgewater,VIC,3516,,5442 8089,0427 328 534,Ann-0cc74@bendigotraders.org,www.delfinrealty.com.au
Comfort Inn Julie-Anna,Donald,BAGG,,115 Napier Street,Bendigo ,VIC,3550,03 5442 5855,5441 6032,,Donald-97bbb@bendigotraders.org,www.eplusarchitecture.com.au
Delfin Realty,Leonora,HOARE,Sales Consultant,94-8 Lake Street ,Caroline Springs,VIC,3023,03 9360 5488,9360 5021,0419 799 799,Leonora-9b5db@bendigotraders.org,www.bsi.com.au
Commonwealth Bank,Craig,LEEDER,Customer Service Speacialist,4 Hargreaves Mall,Bendigo,VIC,3550,03 5440 2100,5440 2142,,Craig-9f292@bendigotraders.org,www.commbank.com.au
Commonwealth Bank,Mae,BIGGS,Customer Service Speacialist,31 Hargreaves Mall,Bendigo,VIC,3550,03 5440 2100,5440 2142,,Mae-47cda@bendigotraders.org,www.macroplan.com.au
Hogan's Accountants & Advisors,Kellie,COLE,,184 St.Georges Road,North Fitzroy,VIC,3068,03 9481 7473,9482 4141,0413 584 700,Kellie-d769f@bendigotraders.org,www.vea.com.au
Floate Design Partners,Winifred,LOWRIE,,Level 1 351-353 Elizabeth Street,Melbourne,VIC,3000,03 9606 0866,9670 8216,0418 592 158,Winifred-05133@bendigotraders.org,
Commonwealth Bank,Ken,BONDESON,Customer Service Speacialist,127 Hargreaves Mall,Bendigo,VIC,3550,03 5440 2100,5440 2142,,Ken-24c7e@bendigotraders.org,
Dunkeld Pastoral,George,BALDWIN,Operations Manager,Po Box 50 ,Dunkeld,VIC,3294,03 5577 2644,5577 2622,,George-6de37@bendigotraders.org,www.peteranthony.com.au
,Annie,PUCKERING,,,,,,,,,Annie-0293e@bendigotraders.org,www.lisanankervis.com
Bicknells Independent Sport,Vivienne,ARMSTRONG,,190 Williamson Street,Bendigo ,VIC,3550,03 5443 4299,5442 2845,,Vivienne-cd45e@bendigotraders.org,
,Robert,DRANSFIELD,,,,,,,,,Robert-4bc00@bendigotraders.org,www.itben.com.au
Remington Direct,Marilyn,HOWE,Managing Director,196 Mair Street ,Ballarat,VIC,3350,03 5332 9077,5332 1933,0408 147 950,Marilyn-a2408@bendigotraders.org,
Economic Development Unit - Bendigo Council,Zurviah,BROOKS,Project Officer,46 Lyttleton Terrace,Bendigo,VIC,3552,03 5434 6236,5434 6205,,Zurviah-23929@bendigotraders.org,
Delfin Realty,Teri,BROWN,Sales Consultant,4-8 Lake Street ,Caroline Springs,VIC,3023,03 9360 5488,9360 5021,0419 799 799,Teri-5dcef@bendigotraders.org,
Peter Jackson Australia,Bob,BENNETT,Sales Executive,82 Bourke Street,Melbourne,VIC,3000,03 9670 9132,,,Bob-33001@bendigotraders.org,
Maloahouse Gourmet Delights,Nicholas,NEEDLE,Owner/Manager,ShopOne 97 High Street,Woodend,VIC,3442,03 5427 1608,5427 3226,,Nicholas-73310@bendigotraders.org,www.foxpersonnel.com.au
Bendigo Community Telco,Derek,KAIN,Technical Manager,Po Box 1062,Bendigo,VIC,3552,03 5454 5009,5454 1509,0428 366 123,Derek-14a92@bendigotraders.org,www.anz.com
Wet Technologies,Dawn,KAY,National Sales Manager,178 Karinie Street,Swan Hill,VIC,3585,03 5033 1566,5033 1213,0400 580 431,Dawn-46f3b@bendigotraders.org,www.viewstreet.com.au
Xerox Business Centre,Charles,WALDECK,,,,,,03 5441 5100,5443 5053,0448 010 587,Charles-2adaa@bendigotraders.org,www.cvgt.com.au
Delfin Realty - Edgewater,Simon,BLACK,Branch Manager,76-48 Edgewater Blvd,Maribyrnong,VIC,3032,03 8318 0203,9318 4685,0413 131 134,Simon-db897@bendigotraders.org,www.growdata.com.au
Bendigo Trainging Academy,Murray,ARNOLD,,196 High Street ,Bendigo ,VIC,3550,03 5444 1876,5441 6727,0409 947 129,Murray-c1ddf@bendigotraders.org,www.epicureandeli.com.au
Peter Anthony Mens Wear,Nigel,THOMSON,,187 Hargreaves Mall ,Bendigo ,VIC,3550,03 5443 5010,5443 6420,,Nigel-5bddc@bendigotraders.org,www.thematch.com.au
Grow Data,Thomas,McINTYRE,Director,Box 6624,Shepparton ,VIC,3632,03 5831 1711,,0409 121 146,Thomas-3d1b7@bendigotraders.org,
REIV,Thomas,McCARDLE,Estate Agent,76 Camberwell Road,Camberwell ,VIC,3124,+61 3 9205 6626 ,+61 3 9205 6692,0419 165 989,Thomas-79dd9@bendigotraders.org,
Calder Regional Waste Management ,Sally,CONDREN,Executive Officer,Po Box 303 ,Woodend,VIC,3442,03 5427 3479,,0438 771 757,Sally-6586b@bendigotraders.org,
MEGT,Delia,LANG,Industry Employment Consultant,88st Floor 386 Hargreaves Street ,Bendigo ,VIC,3550,03 5442 8862,5443 8379,0427 236 895,Delia-eee22@bendigotraders.org,www.bloomngifts.com.au
SCT Logistics,Teri,BAKER,,169 Westlink Court,Altona,VIC,3018,03 9931 5333,9369 9747,0437 129 078,Teri-950b0@bendigotraders.org,
ANZ,Hazel,BRUCE,Branch Manager,103 Evans Street ,Sunbury,VIC,3429,03 9140 5471,9740 9542,0409 182 497,Hazel-61d97@bendigotraders.org,www.bendigospirit.com.au
Telstra Shop,Verdy,BYASS,Business Manager,214-114 High Street,Bendigo,VIC,3550,03 5442 4955,5441 4581,0427 424 955,Verdy-28393@bendigotraders.org,
Your Emplyment Solutions,Charlie,JACQUES,Site Manager,67B Mollison Street,Bendigo,VIC,3550,03 5441 5611,5441 5894,,Charlie-298db@bendigotraders.org,www.happylanding.com.au
The Match,Margaret,BROWNE,Owners,142 Bull Street ,Bendigo ,VIC,3550,03 5441 4403,5441 5086,0408 815 199,Margaret-bb43c@bendigotraders.org,www.advancelandscapeandleisure.com.au
Economic Development Department Shepparton Council,Miles,CARVELL,Manager ,Locked Bag 1000,Shepparton ,VIC,3632,03 5832 9846,5831 1987,0417 337 623,Miles-9061f@bendigotraders.org,www.bsi.com.au
Commonwealth Bank,Tom,BENNETT,Customer Service Speacialist,112 Hargreaves Mall,Bendigo,VIC,3550,03 5440 2100,5440 2142,,Tom-cf326@bendigotraders.org,www.commbank.com.au
e+ architecture,Tammy,BURKE,Araia Architect,Po Box 1124,Bendigo ,VIC,3552,03 5443 0055,5441 4981,,Tammy-06aae@bendigotraders.org,
Forrest Computing,Michael,BALDWIN,Workshop Manager,Midland Hwy,Epsom,VIC,,03 5448 4934,5448 4938,0418 507 959,Michael-2afb8@bendigotraders.org,www.bendigomcivormotorinn.com.au
Peter Anthony Mens Wear,Juliet,BLACKWELL,,190 Hargreaves Mall ,Bendigo ,VIC,3550,03 5443 5010,5443 6420,,Juliet-f19c8@bendigotraders.org,www.cvgt.com.au
Hogan's Accountants & Advisors,Adam,CRAWFORD,,70 St.Georges Road,North Fitzroy,VIC,3068,03 9481 7473,9482 4141,0413 584 700,Adam-36aae@bendigotraders.org,www.cornstalksoftware.com.au
Birchgrove Property Group,Tony,BARKER,Director,Po Box 43,Strathdale,VIC,3550,1300 856 911,5442 6111,0419 318 360,Tony-355c2@bendigotraders.org,www.hildebrand.com.au
Glenvill,Samantha,HUDSON,CEO,52 Malvern Road,Prahran,VIC,3181,03 9529 1111,9529 1311,0412 314 497,Samantha-3ca09@bendigotraders.org,
Evans Shoes,Gavin,GLASS,Managing Director,124 Hare Street,Echuca,VIC,3564,03 5482 3499,5482 5605,,Gavin-97b4e@bendigotraders.org,
Wet Technologies,Ross,BATES,Business Development Manager,10 Karinie Street,Swan Hill,VIC,3585,03 5033 1566,5033 1213,0400 146 512,Ross-8ef15@bendigotraders.org,
Shed 7 Hair For Men,Susie,MOYLE,,175 View Street,Bendigo ,VIC,3550,03 5441 4277,,,Susie-547a2@bendigotraders.org,www.tadvic.asn.au
Industry Capability Network,Michelle,EARNSHAW,Regional Manager,91 Edwards Street,Bendigo ,VIC,3550,03 5441 8611,5442 5452,0407 182 952,Michelle-18c38@bendigotraders.org,
Bendigo IT,Kathryn,BROAD,General Manager,Po Box 130,Bendigo ,VIC,3552,03 5444 9500,5443 2847,,Kathryn-6c369@bendigotraders.org,www.itben.com.au
Hogan's Accountants & Advisors,Anthony,ATKINS,,40 St.Georges Road,North Fitzroy,VIC,3068,03 9481 7473,9482 4141,0413 584 700,Anthony-c3f42@bendigotraders.org,www.thematch.com.au
e+ architecture,Marlene,GROUT,Araia Architect,Po Box 1124,Bendigo ,VIC,3552,03 5443 0055,5441 4981,,Marlene-661ec@bendigotraders.org,
Hogan's Accountants & Advisors,Gloria,ALLAN,,4 St.Georges Road,North Fitzroy,VIC,3068,03 9481 7473,9482 4141,0413 584 700,Gloria-6d1e8@bendigotraders.org,www.confuciusinstitute.unimelb.edu.au
City of Greater Bendigo,Sarah,GALLAGHER,Industry/Business Development Officer,52 Lyttleton Terrace,Bendigo ,VIC,3552,03 5434 6197,5434 6267,0419 162 003,Sarah-ae20a@bendigotraders.org,
Floate Design Partners,Alan,ARMSTRONG,,Level 1 351-353 Elizabeth Street,Melbourne,VIC,3000,03 9606 0866,9670 8216,0418 592 158,Alan-a006d@bendigotraders.org,www.thegreenolive.com.au
Bensons Property Group,Maureen,BAILEY,Senior Development Manager,Level 1 461 Bourke Street,Melbourne,VIC,3000,+613 8602 0800,+613 8602 0888,0400 230 744,Maureen-62ea9@bendigotraders.org,www.sanctuaryspa.com.au
Plunkett Fowles,Christie,ROWSELL,Sales Manager,Suite 7/118 Church Street,Hawthorn,VIC,3121,, +61 3 98152711,0448 962 711,Christie-f47b0@bendigotraders.org,www.greatershepparton.com.au
,Allan,BAXTER,,,,,,,,,Allan-ffcb4@bendigotraders.org,www.bloomngifts.com.au
REIV,Bob,ADAM,Estate Agent,124 Camberwell Road,Camberwell ,VIC,3124,+61 3 9205 6626 ,+61 3 9205 6692,0419 165 989,Bob-aa01f@bendigotraders.org,
Bendigo Health,Shelley,BARKER,Project Officer,Po Box 126,Bendigo ,VIC,3552,03 5454 6412,5454 6420,,Shelley-779ed@bendigotraders.org,
The Epicurean,Richard,BUNTER,,226 Mitchell Street,Bendigo ,VIC,3550,03 5443 2699,,,Richard-0c21a@bendigotraders.org,www.aigroup.asn.au
Industry Capability Network,Rosemary,BAILEY,Regional Manager,214 Edwards Street,Bendigo ,VIC,3550,03 5441 8611,5442 5452,0407 182 952,Rosemary-c9073@bendigotraders.org,
,Eve,DE TURT,,,,,,,,,Eve-e471b@bendigotraders.org,
Southern Cross Office Equipment,Elisha,ARMSTRONG,,13 Mitchell Street,Bendigo,VIC,3550,03 5441 6333,5442 6026,,Elisha-f40d5@bendigotraders.org,
TheFriars Café & Wine Bar,Ken,STEVENS,,115 Fryers Street,Shepparton ,VIC,3630,03 5822 2181,5831 7731,,Ken-265b7@bendigotraders.org,
Terry Jarvis,Emerson,BONDESON,Watercolor Artist,187-118 Bridge Street  ,Bendigo ,VIC,3550,03 5444 0393,,,Emerson-390b3@bendigotraders.org,www.lisanankervis.com
e+ architecture,Diane,O'BRYAN,Araia Architect,Po Box 1124,Bendigo ,VIC,3552,03 5443 0055,5441 4981,,Diane-ea41c@bendigotraders.org,www.cebendigo.com.au
Commonwealth Bank,Janet,BARNES,Relationship Executive,4 King Street,Bendigo ,VIC,3550,03 5440 2669,5440 2659,0429 144 628,Janet-6487c@bendigotraders.org,
National Confectionery Wholesalers,Miles,JOHNSON,Sales & Marketing Co-Ordinator,Suite 43/255 Drummond Street,Carlton,VIC,3053,03 9349 9800,9349 9899,0418 220 957,Miles-8bf22@bendigotraders.org,
QDT,Anna,FELLOWS,,130 Spring Gully Road,Bendigo,VIC,3550,03 5443 9605,03 5441 6902,0408 053 990,Anna-eb289@bendigotraders.org,
Impress Publicity,Angela,BLACK,,61 Nixon Street,Shepparton ,VIC,3630,03 5821 2651,5821 6174,0400 644 637,Angela-c51e4@bendigotraders.org,www.tick-it.com.au
Winn Legal,Grace,BOLTON,Accredited Specialist Personal Injury,Ground Floor 116 Hardware Street ,Melbourne,VIC,3000,03 9600 3000 or 03 5443 4161,9600 3111,,Grace-53fcb@bendigotraders.org,
Continuing Education ,Tim,McGINNIS,Manager,127 Myers Street,Bendigo ,VIC,3550,03 5430 2135,5442 7354,0409 782 669,Tim-71490@bendigotraders.org,www.wellspringsdayspa.com.au
L.J Hooker,Mary,CARLSON,Sales Consultant,88 High Street,Kyneton,VIC,3444,03 5422 2127,5422 1804,0408 571 485,Mary-3f412@bendigotraders.org,
PH Property,Jim,BROWNE,Director,136 Mitchell Street,Bendigo ,VIC,3550,03 5454 1999,5454 1998,0417 537 251,Jim-eceba@bendigotraders.org,www.macroplan.com.au
Simonds Homes,Ted,BAGSHAW,New Homes Advisor,Po Box 5022 ,Sandhurst East,VIC,3550,03 5443 3344,5442 9800,0414 488 508,Ted-f85fd@bendigotraders.org,www.gtsinteractive.com
Kids Town,Kevin,BROOKS,Playground Coordinator,Locked Bag 1000,Shepparton ,VIC,3632,03 5831 4213,5821 2172,0407 042 438,Kevin-603fd@bendigotraders.org,www.bsi.com.au
Grow Data,Giles,BLACK,Director,Box 6624,Shepparton ,VIC,3632,03 5831 1711,,0409 121 146,Giles-b80b0@bendigotraders.org,www.macxarthyhomes.biz
Peter Jackson Australia,Benjamin,U,Sales Executive,184 Bourke Street,Melbourne,VIC,3000,03 9670 9132,,,Benjamin-d115b@bendigotraders.org,www.thematch.com.au
Your Emplyment Solutions,Vicki,BAILEY,Site Manager,181B Mollison Street,Bendigo,VIC,3550,03 5441 5611,5441 5894,,Vicki-db421@bendigotraders.org,
Winn Legal,Kathleen,BLACK,Accredited Specialist Personal Injury,Ground Floor 116 Hardware Street ,Melbourne,VIC,3000,03 9600 3000 or 03 5443 4161,9600 3111,,Kathleen-2178b@bendigotraders.org,www.grantready.com.au
Clive Peters,Rosemary,BROWN,Sales Representative,136 High Street,Kangaroo Flat,VIC,3555,03 5447 5200,5447 5255,,Rosemary-bdfec@bendigotraders.org,www.thooft.com.au
Continuing Education ,Douglas,FEAST,eLearning Coordinator,154 Myers Street ,Bendigo ,VIC,3550,03 5430 2124,5442 7354,0435 047 451,Douglas-930e9@bendigotraders.org,www.eseconsulting.com.au
Industry Capability Network,Saboth,RORKE,Regional Manager,58 Edwards Street,Bendigo ,VIC,3550,03 5441 8611,5442 5452,0407 182 952,Saboth-c478b@bendigotraders.org,www.icnvic.org.au
Bendigo Senior Secondary College,Diane,SWINBOURN,Principal,Po Box 545,Bendigo ,VIC,3552,03 5443 1222,5441 4548,0439 012 816,Diane-630a0@bendigotraders.org,
PH Property,Fiona,BACON,Director,64 Mitchell Street,Bendigo ,VIC,3550,03 5454 1999,5454 1998,0412 519 998,Fiona-e88a5@bendigotraders.org,www.greatershepparton.com.au
Economic Development Unit - Bendigo Council,Carole,BAXTER,Project Officer,187 Lyttleton Terrace,Bendigo,VIC,3552,03 5434 6236,5434 6205,,Carole-4b75a@bendigotraders.org,
SCT Logistics,Matt,HINNIGAN,,43 Westlink Court,Altona,VIC,3018,03 9931 5333,9369 9747,0437 129 078,Matt-3ff96@bendigotraders.org,
ANZ,Conrad,DEAKIN,Area Manager,"Level 1, 83 Puckle Street",Moonee Ponds,VIC,3039,03 8325 1206 ,932 8670,,Conrad-f2db8@bendigotraders.org,www.qdt.com.au
Hudsons Coffee,Judith,BROWNE,Marketing Manager,Po Box 12477 A'Beckett Street,Melbourne,VIC,8006,03 9631 0207,9654 2431,,Judith-dafb5@bendigotraders.org,www.yesonline.com.au
SITA Environmental Solutions,Stephanie,BAIRD,Branch Manager,37-19 Stonepark Road,Ballarat,VIC,3350,03 5336 2733,5336 2871,0412 553 229 ,Stephanie-2ed46@bendigotraders.org,www.delfinrealty.com.au
CVGT ,Nigel,GONCALVES,Business Development Manager,7 Mundy Street,Bendigo,VIC,3550,03 5441 5177,5443 8549,0418 126 529,Nigel-a59fa@bendigotraders.org,www.aigroup.asn.au
Confucius Institute - University Of Melbourne,Terry,DOODY,Manager,22 Bouverie Street,Carlton,VIC,3053,03 9347 8462,9348 1067,,Terry-7223c@bendigotraders.org,www.vividas.com.au
Impress Publicity,Sarah,DAPOZZI,,187 Nixon Street,Shepparton ,VIC,3630,03 5821 2651,5821 6174,0408 579 199,Sarah-c9f85@bendigotraders.org,
Idrawfast,Jane,STACEY,,40 Claredon Street ,South Melbourne,VIC,3205,03 9696 3466,9696 3465,0423 881 750,Jane-750b9@bendigotraders.org,
Peter Jackson Australia,Samuel,BAKER,Sales Executive,67 Bourke Street,Melbourne,VIC,3000,03 9670 9132,,,Samuel-eb550@bendigotraders.org,
Maloahouse Gourmet Delights,Marlene,LATIMER,Owner/Manager,ShopOne 97 High Street,Woodend,VIC,3442,03 5427 1608,5427 3226,,Marlene-39ade@bendigotraders.org,www.silkdayspa.com.au
